"股票代號","股票名稱","年月日","單月合併營收(千)","單月合併營收年成長(%)","單月合併營收月變動(%)","累計合併營收(千)","去年累計合併營收(千)","累計合併營收成長(%)","近12月累計合併營收(千)","近12月營收合併成長(%)"
1101,台泥,201707,8034396,2.79,2.24,53928247,48482772,11.23,95017143,8.55
1101,台泥,201708,6952639,-6.74,-13.46,60880886,55937677,8.84,94514877,7.9
1101,台泥,201709,8071192,13.89,16.09,68952108,63016298,9.42,95499023,8.95
1101,台泥,201710,8387381,1.53,3.92,77339459,71286099,8.49,95625028,8.87
1101,台泥,201711,9985897,12.62,19.06,87325356,80153087,8.95,96743937,9.07
1101,台泥,201712,10988149,16.66,10.04,98311776,89564306,9.76,98311776,9.76
1101,台泥,201801,9617393,56.85,-12.47,9617393,6131670,56.85,101799228,14.22
1101,台泥,201802,4811678,-19.33,-49.97,14429071,12096661,19.28,100645915,10.04
1101,台泥,201803,9750141,7.34,102.63,24179214,21179771,14.16,101312945,8.91
1101,台泥,201804,11153696,33.25,14.4,35332908,29550250,19.57,104096163,10.58
1101,台泥,201805,11683326,37.69,4.75,47016234,38035282,23.61,107294457,13.24
1102,亞泥,201707,5252149,9.67,-1.49,34064298,33918526,0.43,61118383,-1.89
1102,亞泥,201708,5478165,7.28,4.3,39542463,39024808,1.33,61490266,-0.64
1102,亞泥,201709,5806573,14.34,5.99,45349036,44104283,2.82,62218428,1.3
1102,亞泥,201710,5840273,5.92,0.58,51189309,49616878,3.17,62545042,2.48
1102,亞泥,201711,6639248,24.52,13.68,57828557,54948656,5.24,63852512,4.99
1102,亞泥,201712,7070625,17.38,6.5,64899248,60946190,6.49,64899248,6.49
1102,亞泥,201801,6769986,62.66,-4.25,6769986,4162130,62.66,67507039,12.38
1102,亞泥,201802,3408539,11.78,-49.65,10178525,7211591,41.14,67866117,12.13
1102,亞泥,201803,6395353,20.46,87.63,16573882,12512699,32.46,68952516,13.98
1102,亞泥,201804,7188266,37.74,12.4,23762145,17739190,33.95,70922136,17.9
1102,亞泥,201805,7698165,34.08,7.09,31460310,23480707,33.98,72878784,20.35
1103,嘉泥,201707,153905,-42.74,7.15,1212790,1630494,-25.62,2722643,-5.23
1103,嘉泥,201708,174704,-11.2,13.51,1387494,1827240,-24.07,2700601,-6.41
1103,嘉泥,201709,177734,-35.91,1.73,1565230,2104649,-25.63,2600995,-12.54
1103,嘉泥,201710,167398,-44.03,-5.82,1732626,2403650,-27.92,2469323,-16.33
1103,嘉泥,201711,181868,-48.54,8.64,1914494,2757087,-30.56,2297753,-23.6
1103,嘉泥,201712,181112,-52.71,-0.42,2095607,3140190,-33.26,2095607,-33.26
1103,嘉泥,201801,172094,-26.03,-4.98,172094,232657,-26.03,2035321,-35.9
1103,嘉泥,201802,125590,-26.78,-27.02,297684,404170,-26.35,1989398,-37.9
1103,嘉泥,201803,173573,-10.81,38.21,471257,598477,-21.26,1968357,-38.44
1103,嘉泥,201804,170887,28.54,-1.55,642144,731446,-12.21,2006304,-35.89
1103,嘉泥,201805,185856,1.11,8.76,828000,915256,-9.53,2008350,-32.41
1104,環泥,201707,357742,0.84,12.16,2517506,2680230,-6.07,4459476,-8.49
1104,環泥,201708,367333,-5.54,2.68,2884839,3069125,-6,4437914,-9.17
1104,環泥,201709,403016,37.27,9.71,3287855,3362708,-2.23,4547340,-4.38
1104,環泥,201710,336159,-12.71,-16.59,3624014,3747842,-3.3,4498372,-3.86
1104,環泥,201711,381565,-7.05,13.51,4005579,4158357,-3.67,4469422,-3.59
1104,環泥,201712,399796,-13.81,4.78,4405376,4622199,-4.69,4405376,-4.69
1104,環泥,201801,460482,26.55,15.18,460482,363865,26.55,4501993,-2.4
1104,環泥,201802,268120,-13.05,-41.77,728601,672222,8.39,4461756,-3.49
1104,環泥,201803,437497,2.12,63.17,1166097,1100655,5.95,4470819,-3.17
1104,環泥,201804,385013,7.48,-12,1551110,1458868,6.32,4497619,-1.1
1104,環泥,201805,426170,11.58,10.69,1977280,1840816,7.41,4541841,0.74
1108,幸福,201707,270234,-19.75,10.89,2032226,2439829,-16.71,3835163,-12.06
1108,幸福,201708,293423,-24.46,8.58,2325649,2828249,-17.77,3740166,-15.38
1108,幸福,201709,267312,-20.31,-8.9,2592867,3160477,-17.96,3672033,-16.82
1108,幸福,201710,259826,-34.05,-2.8,2852787,3557672,-19.81,3537881,-19.82
1108,幸福,201711,258913,-23.74,-0.35,3111700,3897193,-20.16,3457273,-20.07
1108,幸福,201712,291571,-17.6,12.61,3434454,4251061,-19.21,3434454,-19.21
1108,幸福,201801,320340,1.13,9.87,320340,316773,1.13,3406838,-19.1
1108,幸福,201802,197481,-14.92,-38.35,517821,548873,-5.66,3372219,-19.59
1108,幸福,201803,314840,-8.36,59.43,832706,894903,-6.95,3343507,-19.33
1108,幸福,201804,280705,-4.17,-10.84,1113366,1185340,-6.07,3331297,-17.83
1108,幸福,201805,294581,-11.52,4.94,1407947,1518293,-7.27,3292925,-17.59
1109,信大,201707,417078,35.05,-0.43,2734890,2315358,18.12,4765678,11.42
1109,信大,201708,487484,33.67,16.88,3222374,2680045,20.24,4888475,14.52
1109,信大,201709,521034,50.74,6.88,3743408,3025702,23.72,5063851,21.39
1109,信大,201710,377596,3.46,-27.53,4121004,3390672,21.54,5076478,23.48
1109,信大,201711,673172,52.64,78.28,4794176,3831697,25.12,5308625,26.65
1109,信大,201712,581701,13.07,-13.59,5375877,4346147,23.69,5375877,23.69
1109,信大,201801,475455,42.75,-18.26,475455,333060,42.75,5518272,27.14
1109,信大,201802,182926,4.79,-61.53,658381,507632,29.7,5526626,26.24
1109,信大,201803,402999,-12.84,120.31,1061381,970001,9.42,5467255,23.13
1109,信大,201804,545209,13.17,35.29,1606589,1451756,10.67,5530710,22.6
1109,信大,201805,625561,39.89,14.74,2232150,1898944,17.55,5709083,25.09
1110,東泥,201707,113787,0.23,5.44,798302,901116,-11.41,1375693,-16.71
1110,東泥,201708,110747,7.48,-2.67,909049,1004156,-9.47,1383400,-15.04
1110,東泥,201709,232565,178.34,110,1141614,1087712,4.96,1532410,-2.58
1110,東泥,201710,170205,54,-26.81,1311819,1198236,9.48,1592090,3.8
1110,東泥,201711,183382,33.03,7.74,1495201,1336085,11.91,1637623,8.47
1110,東泥,201712,221910,55.81,21.01,1716725,1478515,16.11,1716725,16.11
1110,東泥,201801,153308,47.41,-30.91,153308,104003,47.41,1766416,22.49
1110,東泥,201802,97264,-16.04,-36.56,250572,219853,13.97,1747830,19.88
1110,東泥,201803,161920,21.91,66.47,412490,352667,16.96,1776936,22.76
1110,東泥,201804,117755,3.38,-27.28,530247,466577,13.65,1780781,25.84
1110,東泥,201805,142543,29.56,21.05,672790,576602,16.68,1813299,30.74
1201,味全,201707,1745969,1.66,13.66,9698698,9865094,-1.69,17180658,-6.33
1201,味全,201708,1785571,1.24,2.27,11484269,11628797,-1.24,17202526,-4.29
1201,味全,201709,1685062,0.78,-5.63,13169205,13011614,1.21,17215576,-3.49
1201,味全,201710,1559834,2.46,-7.43,14729165,14823250,-0.63,17252969,-1.95
1201,味全,201711,1642814,26.67,5.32,16371979,16120185,1.56,17598848,1.47
1201,味全,201712,1345880,9.7,-18.07,17749330,17074511,3.95,17749330,3.95
1201,味全,201801,1301271,7.23,-3.31,1301271,1213521,7.23,17805609,2.64
1201,味全,201802,1220516,8.29,-6.21,2521787,2340595,7.74,17899051,2.8
1201,味全,201803,1380961,8.97,13.15,3917347,3597795,8.88,18012729,3.3
1201,味全,201804,1497842,12.47,8.46,5400590,4939607,9.33,18178842,4.22
1201,味全,201805,1693716,14.67,13.08,7094306,6416603,10.56,18395562,6.43
1203,味王,201707,514755,-3.71,2.71,3539005,3656551,-3.21,6233173,-7.2
1203,味王,201708,561578,-2.94,9.1,4100583,4235167,-3.18,6216135,-6.65
1203,味王,201709,543886,7.17,-3.15,4633517,4752123,-2.5,6252543,-4.62
1203,味王,201710,513465,-1.21,-5.59,5157934,5262412,-1.99,6246241,-3.27
1203,味王,201711,493888,-5.59,-3.81,5651822,5785545,-2.31,6216996,-3.05
1203,味王,201712,571720,1.16,15.76,6195171,6346767,-2.39,6195171,-2.39
1203,味王,201801,497660,-8.43,-12.95,497660,543487,-8.43,6177715,-2.58
1203,味王,201802,452100,-4.36,-9.15,949760,1016180,-6.54,6157123,-2.78
1203,味王,201803,506069,-7.8,11.94,1447466,1544107,-6.26,6114339,-4.02
1203,味王,201804,482643,5.64,-4.63,1938471,2021921,-4.13,6140093,-2.67
1203,味王,201805,526103,4.98,9,2464575,2523064,-2.32,6165053,-1.73
1210,大成,201707,6158273,0.31,7.31,42692456,42184199,1.2,76435258,1.28
1210,大成,201708,6554870,1.01,6.44,49247326,48673342,1.18,76500985,1.34
1210,大成,201709,7052418,7.84,7.59,55967032,55421051,0.99,77013885,2.61
1210,大成,201710,6551300,0.75,-7.11,62851044,61715145,1.84,77062899,2.89
1210,大成,201711,6490644,-6.14,-0.93,69341688,68630503,1.04,76638185,1.65
1210,大成,201712,7129396,-2.29,9.84,75931014,75795660,0.18,75931014,0.18
1210,大成,201801,6653413,6.04,-6.68,6653413,6274308,6.04,76850190,1.25
1210,大成,201802,5485976,-1.15,-17.55,12139389,11823926,2.67,76786548,1.01
1210,大成,201803,5059713,-24.33,-7.77,17123119,18781077,-8.83,75159311,-1.63
1210,大成,201804,5558027,-11.75,9.85,22757130,24808667,-8.27,74419547,-3.33
1210,大成,201805,6115698,2.15,10.03,28872829,30795562,-6.24,74548350,-3.12
1213,大飲,201707,85642,5.53,84.89,380736,394052,-3.38,658697,-3.4
1213,大飲,201708,93860,0.61,9.6,474596,487339,-2.61,659270,-2.65
1213,大飲,201709,61395,27.01,-34.59,535966,535562,0.08,672325,0.34
1213,大飲,201710,42390,8.56,-30.96,578381,574727,0.64,675667,1.52
1213,大飲,201711,32994,-28.89,-22.17,611375,621126,-1.57,662262,-1.33
1213,大飲,201712,38138,-25.05,15.59,649522,671770,-3.31,649522,-3.31
1213,大飲,201801,71779,-8.54,88.21,71779,78483,-8.54,642809,-4.68
1213,大飲,201802,42414,-9.49,-40.91,114193,125342,-8.89,638364,-6.23
1213,大飲,201803,34897,-7.82,-17.72,149094,163184,-8.65,635403,-6.94
1213,大飲,201804,36719,2.79,5.22,185809,198924,-6.59,636398,-5.74
1213,大飲,201805,47299,-5.12,28.81,233108,248773,-6.3,633848,-6.59
1215,卜蜂,201707,1665365,6,0.78,11243896,10164809,10.62,19251996,11.05
1215,卜蜂,201708,1814892,11.3,8.98,13058788,11795396,10.71,19436301,11.58
1215,卜蜂,201709,1700740,10.98,-6.29,14759528,13327847,10.74,19604590,11.98
1215,卜蜂,201710,1689595,9.71,-0.66,16449123,14867891,10.64,19754141,12.12
1215,卜蜂,201711,1699007,7.44,0.56,18148130,16449250,10.33,19871789,11.18
1215,卜蜂,201712,1716870,-0.39,1.05,19865000,18172909,9.31,19865000,9.31
1215,卜蜂,201801,1767920,7.32,2.97,1767920,1647288,7.32,19985632,8.63
1215,卜蜂,201802,1477686,4.42,-16.42,3245606,3062434,5.98,20048172,8.13
1215,卜蜂,201803,1711634,-0.48,15.83,4957240,4782335,3.66,20039905,7.17
1215,卜蜂,201804,1686807,10.54,-1.45,6644047,6308245,5.32,20200802,7.02
1215,卜蜂,201805,1845422,14.07,9.4,8489469,7926003,7.11,20428466,7.4
1216,統一,201707,35072216,1.41,2.84,231305559,246124088,-6.02,398866733,-4.15
1216,統一,201708,37940819,1.5,8.18,269246378,283505403,-5.03,399426237,-3.87
1216,統一,201709,35792013,0.77,-5.66,305037138,318948156,-4.36,399701199,-3.57
1216,統一,201710,33118533,-2.44,-7.47,338156924,352967979,-4.2,398874207,-3.73
1216,統一,201711,31140541,1.66,-5.97,369297465,383599821,-3.73,399382906,-3.5
1216,統一,201712,30552612,1.55,-1.89,399860953,413364315,-3.27,399860953,-3.27
1216,統一,201801,38161968,9.75,24.91,38161968,34772056,9.75,403239989,-1.18
1216,統一,201802,30250749,6.4,-20.73,68412717,63202919,8.24,405059875,-0.22
1216,統一,201803,35875546,8.96,18.59,104288097,96114609,8.49,408009188,1.22
1216,統一,201804,35313668,9.84,-1.57,139601931,128279112,8.83,411172896,2.42
1216,統一,201805,37995651,12.25,7.59,177597582,162128280,9.54,415319379,3.8
1217,愛之味,201707,457971,0.89,34.06,2322067,2376386,-2.29,4055680,-2.93
1217,愛之味,201708,592995,-1.08,29.48,2915062,2975885,-2.04,4049176,-1.08
1217,愛之味,201709,456849,35.34,-22.96,3371910,3313279,1.76,4168461,3.19
1217,愛之味,201710,261965,1.56,-42.66,3633876,3571386,1.75,4172489,2.89
1217,愛之味,201711,253185,2.77,-3.35,3887061,3817744,1.82,4179316,2.79
1217,愛之味,201712,246169,-15.77,-2.77,4146490,4114545,0.78,4146490,0.78
1217,愛之味,201801,373733,-4.45,51.82,373733,391125,-4.45,4115838,-0.53
1217,愛之味,201802,290269,12.86,-22.33,664003,648308,2.42,4148924,0.77
1217,愛之味,201803,364432,27.38,25.55,1028433,933729,10.14,4227248,2.17
1217,愛之味,201804,252532,-7.15,-30.71,1280966,1206388,6.18,4207808,1.85
1217,愛之味,201805,316505,0.13,25.33,1597471,1522479,4.93,4208222,2.06
1218,泰山,201707,680900,-12.49,6.44,4447709,4631930,-3.98,7979515,0.62
1218,泰山,201708,770210,-8.43,13.12,5217919,5473061,-4.66,7908594,-0.9
1218,泰山,201709,702927,-2.58,-8.74,5852520,6154894,-4.91,7889971,-1.45
1218,泰山,201710,646029,-3.06,-8.09,6566875,6861057,-4.29,7869554,-1.68
1218,泰山,201711,546892,-16.06,-15.35,7113767,7512553,-5.31,7764950,-3.64
1218,泰山,201712,589954,-9.4,7.87,7681801,8110827,-5.29,7681801,-5.29
1218,泰山,201801,687725,-1.68,16.57,687725,699446,-1.68,7692000,-5.48
1218,泰山,201802,524076,-0.43,-23.8,1211801,1225760,-1.14,7689762,-5.75
1218,泰山,201803,656123,2.26,25.2,1844853,1790165,3.05,7704260,-6.11
1218,泰山,201804,656563,12.34,0.07,2524487,2451835,2.96,7776373,-4.71
1218,泰山,201805,714359,5.78,8.8,3238846,3127132,3.57,7815435,-4
1219,福壽,201707,822215,-7.66,-4.72,6175102,6246956,-1.15,10884144,3.17
1219,福壽,201708,937701,3.35,14.05,7112350,7154264,-0.59,10914538,2.81
1219,福壽,201709,905236,4.81,-3.46,8016358,7978629,0.47,10956122,2.39
1219,福壽,201710,911115,1.83,0.65,8928702,8912677,0.18,10972476,3.28
1219,福壽,201711,917403,-11.62,0.69,9846105,9950674,-1.05,10851883,0.38
1219,福壽,201712,979504,-2.57,6.77,10822788,10965542,-1.3,10822788,-1.3
1219,福壽,201801,1008526,-0.04,2.96,1008526,1008902,-0.04,10825683,-2.17
1219,福壽,201802,808692,-5.54,-19.81,1817218,1865024,-2.56,10778253,-2.59
1219,福壽,201803,1053098,9.31,30.22,2880708,2835806,1.58,10867972,-2.65
1219,福壽,201804,1019797,21.9,-3.16,3890159,3664966,6.14,11051207,-0.68
1219,福壽,201805,1040713,26.15,2.05,4930870,4489939,9.82,11266947,1.73
1220,台榮,201707,193446,-16.76,-12.19,1258920,1660695,-24.19,2472447,-18.52
1220,台榮,201708,244596,-6.6,26.44,1503516,1922578,-21.8,2455160,-19.39
1220,台榮,201709,196312,-3.15,-19.74,1699435,2122663,-19.94,2448772,-17.59
1220,台榮,201710,187754,-26.21,-4.36,1887582,2379718,-20.68,2382086,-18.64
1220,台榮,201711,253547,-14.19,35.04,2141129,2675210,-19.96,2340141,-20.3
1220,台榮,201712,225477,13.3,-11.07,2366605,2863712,-17.36,2366605,-17.36
1220,台榮,201801,240011,25.44,6.45,240011,191334,25.44,2415283,-14.42
1220,台榮,201802,129527,-2.23,-46.03,369538,323821,14.12,2412323,-13.66
1220,台榮,201803,204990,18.43,58.26,573904,496342,15.62,2444223,-10.3
1220,台榮,201804,201953,29.77,-1.48,776481,652536,18.99,2490551,-5.53
1220,台榮,201805,214200,11.19,6.06,990681,845185,17.21,2512102,-1.64
1225,福懋油,201707,894039,1.28,1.34,6165607,6125158,0.66,10959728,2.77
1225,福懋油,201708,919990,-3.48,2.9,7085597,7078292,0.1,10926584,1.91
1225,福懋油,201709,884524,4.12,-3.86,7970121,7927814,0.53,10961586,1.87
1225,福懋油,201710,874672,-7.12,-1.11,8844793,8869549,-0.28,10894523,1.78
1225,福懋油,201711,950447,-6.3,8.66,9795240,9883940,-0.9,10830579,0.11
1225,福懋油,201712,962073,-7.08,1.22,10757313,10919454,-1.48,10757313,-1.48
1225,福懋油,201801,1031250,15.9,7.19,1031250,889754,15.9,10898809,0.25
1225,福懋油,201802,788933,2.78,-23.5,1820183,1657323,9.83,10920173,0.14
1225,福懋油,201803,974488,0.06,23.52,2794671,2631202,6.21,10920782,-0.68
1225,福懋油,201804,897122,0.46,-7.94,3691793,3524177,4.76,10924929,-0.43
1225,福懋油,201805,906043,4.73,0.99,4597836,4389330,4.75,10965819,0.15
1227,佳格,201707,1834591,0.7,-4.05,13830598,14477794,-4.47,26424431,2.55
1227,佳格,201708,2444037,0.88,33.22,16274635,16900537,-3.7,26445725,1.56
1227,佳格,201709,3096087,16.99,26.68,19370722,19546996,-0.9,26895353,4.11
1227,佳格,201710,2094827,11.25,-32.34,21465549,21430033,0.17,27107143,4.79
1227,佳格,201711,2291703,-7.63,9.4,23757252,23911014,-0.64,26917865,1.75
1227,佳格,201712,2733418,-13.52,19.27,26477924,27073564,-2.2,26477924,-2.2
1227,佳格,201801,3980082,14.58,45.61,3980082,3473609,14.58,26997143,2.89
1227,佳格,201802,1996808,41.18,-49.83,5976890,4888004,22.28,27579554,6.08
1227,佳格,201803,1437583,-10.33,-28.01,7414473,6491920,14.22,27413961,4.87
1227,佳格,201804,1389082,-18.9,-3.37,8803555,8203993,7.31,27090230,3.35
1227,佳格,201805,1738673,-7.52,25.17,10542228,10084011,4.54,26948885,2.2
1229,聯華,201707,401108,-10.83,-1.72,2757994,3091681,-10.79,4889742,-8.97
1229,聯華,201708,417191,-5.43,4.01,3175185,3532812,-10.12,4865802,-9.41
1229,聯華,201709,404314,-2.74,-3.09,3582738,3948513,-9.26,4854416,-8.83
1229,聯華,201710,407067,2.81,0.68,3986566,4344458,-8.24,4865537,-7.6
1229,聯華,201711,413675,-7.57,1.62,4400241,4792017,-8.18,4831653,-8.14
1229,聯華,201712,445060,3.16,7.59,4845301,5223429,-7.24,4845301,-7.24
1229,聯華,201801,444041,13.33,-0.23,444041,391808,13.33,4893562,-4.57
1229,聯華,201802,331407,0.6,-25.37,775448,721234,7.52,4892296,-4.25
1229,聯華,201803,448994,6.96,35.48,1224453,1140823,7.33,4917528,-2.91
1229,聯華,201804,402230,0.92,-10.42,1626672,1539578,5.66,4917255,-2.05
1229,聯華,201805,443093,13.52,10.16,2069765,1929916,7.25,4966294,0.1
1231,聯華食,201707,653989,6.51,12.68,4046035,3817230,5.99,6946276,6.87
1231,聯華食,201708,699942,17.93,7.03,4745977,4410753,7.6,7052695,8.82
1231,聯華食,201709,566665,4.13,-19.04,5312642,4955069,7.22,7075147,8.64
1231,聯華食,201710,575902,12.76,1.63,5888544,5465719,7.74,7140296,9.29
1231,聯華食,201711,557274,4.74,-3.23,6445818,5997780,7.47,7165509,8.45
1231,聯華食,201712,582256,-19.1,4.48,7031023,6717558,4.67,7031023,4.67
1231,聯華食,201801,806520,18.42,38.52,806520,681056,18.42,7153538,7.29
1231,聯華食,201802,583338,15.82,-27.67,1389858,1184736,17.31,7233196,7.55
1231,聯華食,201803,627092,8.46,7.5,2016950,1762896,14.41,7282128,7.27
1231,聯華食,201804,532319,6.65,-15.11,2549269,2262038,12.7,7315305,7.21
1231,聯華食,201805,606265,10.31,13.89,3155534,2811662,12.23,7371946,7.05
1232,大統益,201707,1399147,-9.14,5.53,9848213,9711341,1.41,17520962,2.92
1232,大統益,201708,1439903,-10.13,2.91,11288116,11313589,-0.23,17358617,0.53
1232,大統益,201709,1411977,-0.01,-1.94,12700093,12725711,-0.2,17358472,1.32
1232,大統益,201710,1359056,-10.73,-3.75,14059150,14248179,-1.33,17195060,-0.23
1232,大統益,201711,1405095,-11.31,3.39,15464245,15832425,-2.33,17015910,-2.12
1232,大統益,201712,1420097,-8.48,1.07,16884341,17384090,-2.87,16884341,-2.87
1232,大統益,201801,1400426,-12.73,-1.39,1400426,1604792,-12.73,16679976,-5.21
1232,大統益,201802,1215211,-3.13,-13.23,2615638,2859294,-8.52,16640684,-6.08
1232,大統益,201803,1502080,-1.79,23.61,4117718,4388701,-6.17,16613357,-6.9
1232,大統益,201804,1392479,3.91,-7.3,5510197,5728803,-3.82,16665735,-6.45
1232,大統益,201805,1426938,2.33,2.47,6937135,7123251,-2.61,16698224,-6.09
1233,天仁,201707,169865,3.86,5.4,1241658,1245995,-0.35,2141933,-0.47
1233,天仁,201708,181031,-0.44,6.57,1422689,1427820,-0.36,2141139,-0.59
1233,天仁,201709,186498,7.96,3.02,1594662,1592286,0.15,2154894,0.84
1233,天仁,201710,163721,2.67,-12.21,1772908,1760030,0.73,2159148,1.42
1233,天仁,201711,189012,-1.3,15.45,1961920,1951524,0.53,2156666,1.45
1233,天仁,201712,190521,-2.17,0.8,2130351,2134778,-0.21,2130351,-0.21
1233,天仁,201801,197963,-17.54,3.91,197963,240083,-17.54,2110321,-2.63
1233,天仁,201802,191007,28.91,-3.51,388970,388256,0.18,2153155,0.77
1233,天仁,201803,166183,2.63,-13,553440,546587,1.25,2157415,1.12
1233,天仁,201804,166293,0.14,0.07,721446,716247,0.73,2157640,1.18
1233,天仁,201805,195663,0.66,17.66,917109,910628,0.71,2158922,0.23
1234,黑松,201707,910702,1.65,8.34,5290280,4829910,9.53,9226380,21.23
1234,黑松,201708,950524,-1.61,4.37,6240804,5796018,7.67,9210796,17.22
1234,黑松,201709,805520,-3.36,-15.26,7046095,6630816,6.26,9182820,12.54
1234,黑松,201710,753622,-7.97,-6.44,7799947,7448404,4.72,9117552,6.89
1234,黑松,201711,691728,9.94,-8.21,8491675,8077576,5.13,9180108,5.61
1234,黑松,201712,601077,-12.69,-13.11,9090115,8762410,3.73,9090115,3.73
1234,黑松,201801,881127,-6.28,46.59,881127,940172,-6.28,9033706,0.23
1234,黑松,201802,756264,15.63,-14.17,1637391,1594193,2.71,9135949,0.33
1234,黑松,201803,678377,10.23,-10.3,2316158,2209640,4.8,9198879,-0.23
1234,黑松,201804,667340,28.93,-1.63,2983108,2727254,9.38,9348605,2.31
1234,黑松,201805,769606,-5.19,15.32,3752714,3538977,6.04,9306488,1.02
1235,興泰,201707,4710,-36.21,-9.3,29575,66457,-55.5,83563,-26.66
1235,興泰,201708,8662,-46.48,83.91,38237,82644,-53.73,76039,-36.92
1235,興泰,201709,25839,30.86,198.3,63717,102389,-37.77,82132,-37.28
1235,興泰,201710,5169,-25.33,-80,68887,109312,-36.98,80379,-36.19
1235,興泰,201711,4264,-15.9,-17.51,73151,114382,-36.05,79573,-35.42
1235,興泰,201712,3359,-44.61,-21.22,76878,117867,-34.78,76878,-34.78
1235,興泰,201801,2099,-41.06,-37.51,2099,3561,-41.06,75406,-36.92
1235,興泰,201802,1394,-50.55,-33.59,3493,6380,-45.25,73981,-35.25
1235,興泰,201803,2540,-39.95,82.21,6033,10610,-43.14,72291,-35.44
1235,興泰,201804,2039,-51.97,-19.72,8072,14855,-45.66,70085,-36.62
1235,興泰,201805,2823,-41.4,38.45,10895,19673,-44.62,68091,-35.42
1236,宏亞,201707,122414,-15.27,11.3,912254,1095636,-16.74,1946338,-8.54
1236,宏亞,201708,144395,-6.46,17.96,1056649,1250007,-15.47,1936362,-9.19
1236,宏亞,201709,233746,4.18,61.88,1290395,1474381,-12.48,1945734,-7.14
1236,宏亞,201710,155260,-1.81,-33.58,1445655,1632508,-11.45,1942867,-6.35
1236,宏亞,201711,165377,-2.74,6.52,1611032,1802550,-10.62,1938202,-7.05
1236,宏亞,201712,267939,-18.1,62.02,1878973,2129720,-11.77,1878973,-11.77
1236,宏亞,201801,270908,20.44,1.11,270908,224932,20.44,1924947,-4.91
1236,宏亞,201802,157336,48.23,-41.92,428245,331074,29.35,1976141,-1.09
1236,宏亞,201803,143298,22.8,-8.92,571543,447766,27.64,2002747,1.51
1236,宏亞,201804,122198,3.98,-14.72,693741,565287,22.72,2007424,1.61
1236,宏亞,201805,98968,-13.61,-19.01,792708,679850,16.6,1991829,0.75
1256,鮮活果汁-KY,201707,301057,4.76,1.64,1723228,1595136,8.03,2811056,9.59
1256,鮮活果汁-KY,201708,338792,7.86,12.53,2062020,1911924,7.85,2835749,7.89
1256,鮮活果汁-KY,201709,343372,14.36,1.35,2405250,2206093,9.03,2878857,8.31
1256,鮮活果汁-KY,201710,172155,30.67,-49.86,2577137,2342832,10,2919268,10.45
1256,鮮活果汁-KY,201711,151745,10.38,-11.86,2728882,2475079,10.25,2933533,10.27
1256,鮮活果汁-KY,201712,185282,-9.54,22.1,2917183,2679294,8.88,2917183,8.88
1256,鮮活果汁-KY,201801,308586,46.81,66.55,308586,210190,46.81,3012389,13.27
1256,鮮活果汁-KY,201802,94682,-55.57,-69.32,404726,423416,-4.41,2893977,4.18
1256,鮮活果汁-KY,201803,295478,49.5,212.07,699961,621417,12.64,2991810,8.28
1256,鮮活果汁-KY,201804,280840,24.08,-4.95,980756,847982,15.66,3046305,10.78
1256,鮮活果汁-KY,201805,327761,17.85,16.71,1308526,1126106,16.2,3095942,11.94
1258,其祥-KY,201707,232162,0.52,14.16,1461003,1448766,0.84,2450179,4.9
1258,其祥-KY,201708,238228,3.82,2.61,1699203,1678471,1.24,2458941,3.25
1258,其祥-KY,201709,195879,4.79,-17.78,1895168,1864208,1.66,2467897,3.39
1258,其祥-KY,201710,182242,1.97,-6.96,2077941,2042508,1.73,2471423,2.96
1258,其祥-KY,201711,204297,5.77,12.1,2282232,2235198,2.1,2482568,2.27
1258,其祥-KY,201712,199926,-0.15,-2.14,2480922,2435794,1.85,2480922,1.85
1258,其祥-KY,201801,224901,2.81,12.49,224901,218751,2.81,2488412,1.79
1258,其祥-KY,201802,212432,16.83,-5.54,437330,400274,9.26,2519010,3.64
1258,其祥-KY,201803,240511,17.19,13.22,677719,605397,11.95,2554298,4.94
1258,其祥-KY,201804,232578,17.07,-3.3,910397,804175,13.21,2588216,6.15
1258,其祥-KY,201805,247165,11.49,6.27,1157498,1025798,12.84,2613683,6.18
1259,安心,201707,456288,7.85,9.04,2852917,2725744,4.67,4790754,4.79
1259,安心,201708,444965,7.15,-2.48,3297882,3140998,4.99,4820465,4.96
1259,安心,201709,399781,6.81,-10.15,3697658,3515299,5.19,4845941,5.42
1259,安心,201710,426481,6.07,6.68,4124144,3917360,5.28,4870364,5.26
1259,安心,201711,387638,6.32,-9.11,4511782,4281966,5.37,4893396,5.44
1259,安心,201712,407528,6.79,5.13,4919312,4663585,5.48,4919312,5.48
1259,安心,201801,409934,-0.91,0.59,409934,413708,-0.91,4915537,4.44
1259,安心,201802,411650,12.68,0.42,821584,779047,5.46,4961848,5.78
1259,安心,201803,413896,9.51,0.55,1235482,1156999,6.78,4997791,6.16
1259,安心,201804,402708,3.81,-2.7,1638188,1544932,6.04,5012567,6.16
1259,安心,201805,445993,2.94,10.75,2084180,1978171,5.36,5025320,5.84
1262,綠悅-KY,201707,340011,-42.47,-13.54,4093250,3838757,6.63,7159173,10
1262,綠悅-KY,201708,308041,-48.01,-9.4,4404522,4433985,-0.66,6874695,4.9
1262,綠悅-KY,201709,460924,-17.92,49.63,4867226,4996799,-2.59,6774066,2.77
1262,綠悅-KY,201710,390486,-32.93,-15.28,5260108,5580575,-5.74,6582347,-0.93
