"股票代號","股票名稱","年月日","單月合併營收(千)","單月合併營收年成長(%)","單月合併營收月變動(%)","累計合併營收(千)","去年累計合併營收(千)","累計合併營收成長(%)","近12月累計合併營收(千)","近12月營收合併成長(%)"
6292,迅德,201802,72889,-20.34,-34.76,184617,212542,-13.14,1374719,-5.78
6292,迅德,201803,129051,14.73,77.05,313668,325021,-3.49,1391291,-2.77
6292,迅德,201804,102161,1.24,-20.84,415829,425933,-2.37,1392540,-1.73
6292,迅德,201805,122057,8.34,19.48,537886,538590,-0.13,1401940,-0.36
6294,智基,201707,69272,-0.56,-10.19,476600,476619,0,763653,3.23
6294,智基,201708,52946,2.76,-23.57,529547,528144,0.27,765074,2.56
6294,智基,201709,56612,6.8,6.92,586159,581159,0.86,768680,2.35
6294,智基,201710,63305,9.83,11.82,649464,638788,1.67,774345,2.49
6294,智基,201711,65629,8.34,3.67,715093,699368,2.25,779395,2.64
6294,智基,201712,68025,5.79,3.65,783112,763672,2.55,783112,2.55
6294,智基,201801,60748,8.13,-10.7,60748,56180,8.13,787684,3.17
6294,智基,201802,63645,6.33,4.77,124393,116035,7.2,791474,3.9
6294,智基,201803,72233,5.82,13.49,196626,184479,6.58,795445,4.55
6294,智基,201804,73492,2.65,1.74,270118,255895,5.56,797339,4.93
6294,智基,201805,76556,3.04,4.17,346674,330192,4.99,799598,4.91
6298,崴強,201707,448014,3.88,34.1,2514655,2926964,-14.09,4416530,-18.06
6298,崴強,201708,413543,5.24,-7.69,2928198,3319923,-11.8,4437114,-16.39
6298,崴強,201709,420454,16.18,1.67,3360310,3699759,-9.17,4495665,-13.56
6298,崴強,201710,397776,4.68,-5.39,3746428,4061836,-7.77,4513431,-10.94
6298,崴強,201711,355931,-13.04,-10.52,4102359,4471139,-8.25,4460059,-10.74
6298,崴強,201712,408022,14.07,14.64,4499405,4797147,-6.21,4499405,-6.21
6298,崴強,201801,368125,2.9,-9.78,368125,357763,2.9,4520742,-3.36
6298,崴強,201802,324837,7.22,-11.76,692962,660712,4.88,4542630,-3.5
6298,崴強,201803,368917,1.07,13.57,1052352,1024014,2.77,4546530,-0.39
6298,崴強,201804,300429,-2.8,-18.56,1362308,1334807,2.06,4537882,2.57
6298,崴強,201805,381974,-3.97,27.14,1744282,1732554,0.68,4522109,2.25
6404,通訊-KY,201707,22643,-51.76,-5.31,187213,346160,-45.92,427140,-49.45
6404,通訊-KY,201708,27104,-37.15,19.7,214291,389701,-45.01,411119,-49.69
6404,通訊-KY,201709,28418,-58.59,4.85,243127,467377,-47.98,370916,-53.79
6404,通訊-KY,201710,21707,-50.83,-23.62,263792,552221,-52.23,348477,-53.46
6404,通訊-KY,201711,23712,-45.49,9.24,286883,600665,-52.24,328691,-51.54
6404,通訊-KY,201712,21755,-46.4,-8.25,310336,602105,-48.46,310336,-48.46
6404,通訊-KY,201801,20782,-42.27,-4.47,20782,35999,-42.27,294639,-49.22
6404,通訊-KY,201802,17135,-41.7,-17.55,37695,64469,-41.53,282381,-48.8
6404,通訊-KY,201803,16181,-39.32,-5.57,53815,93230,-42.28,271898,-48.17
6404,通訊-KY,201804,15688,-36.7,-3.05,69628,117337,-40.66,262801,-47.62
6404,通訊-KY,201805,15955,-32.86,1.7,85587,140407,-39.04,254993,-46.53
6405,悅城,201707,78416,8.82,5.1,451536,486937,-7.27,817454,-18.47
6405,悅城,201708,84889,-6.54,8.25,536425,577770,-7.16,811510,-17.79
6405,悅城,201709,73053,45.17,-13.94,609478,628093,-2.96,834240,-8.37
6405,悅城,201710,84591,26.66,15.79,694069,694877,-0.12,852047,-1.96
6405,悅城,201711,87745,3.51,3.73,781814,779643,0.28,855026,0.05
6405,悅城,201712,77881,6.38,-11.24,859694,852853,0.8,859694,0.8
6405,悅城,201801,82706,57.6,6.2,82706,52477,57.6,889925,5.69
6405,悅城,201802,54125,-4.26,-34.56,136831,109012,25.52,887514,5.75
6405,悅城,201803,79323,49,46.56,216154,162249,33.22,913601,9.57
6405,悅城,201804,91803,29.31,15.73,307957,233245,32.03,934407,11.12
6405,悅城,201805,60757,-6.91,-33.82,368714,298509,23.52,929900,12.91
6409,旭隼,201707,805134,21.81,-6.26,5482380,4714693,16.28,8884603,10.01
6409,旭隼,201708,940948,36.22,16.87,6423328,5405474,18.83,9134770,13.46
6409,旭隼,201709,814096,13.84,-13.48,7237423,6120619,18.25,9233722,14.49
6409,旭隼,201710,804657,19.14,-1.16,8042081,6795982,18.34,9363015,15.7
6409,旭隼,201711,948930,47.27,17.93,8991011,7440328,20.84,9667599,19.52
6409,旭隼,201712,872223,28.91,-8.08,9862230,8120220,21.45,9862230,21.45
6409,旭隼,201801,933026,32.09,6.97,933026,706334,32.09,10089926,24.51
6409,旭隼,201802,661943,-1.41,-29.05,1594969,1377713,15.77,10080490,22.1
6409,旭隼,201803,921719,12.99,39.24,2516689,2193487,14.73,10186435,22.84
6409,旭隼,201804,882493,26.85,-4.26,3399181,2889168,17.65,10373247,23.72
6409,旭隼,201805,1022454,10.04,15.86,4421635,3818365,15.8,10466504,22.47
6411,晶焱,201707,216201,0.92,0.26,1479924,1304157,13.48,2614850,13.06
6411,晶焱,201708,232044,6.24,7.33,1711968,1522581,12.44,2628470,11.46
6411,晶焱,201709,245637,10.64,5.86,1957606,1744588,12.21,2652101,10.57
6411,晶焱,201710,251031,6.28,2.2,2208636,1980794,11.5,2666925,8.87
6411,晶焱,201711,263790,14.37,5.08,2472426,2211431,11.8,2700078,8.32
6411,晶焱,201712,264228,16.07,0.17,2736655,2439083,12.2,2736655,12.2
6411,晶焱,201801,296067,31.12,12.05,296067,225800,31.12,2806921,14.64
6411,晶焱,201802,198176,3.31,-33.06,494243,417623,18.35,2813274,12.78
6411,晶焱,201803,212814,3.02,7.39,707056,624200,13.27,2819511,11.12
6411,晶焱,201804,247196,18.56,16.16,954253,832704,14.6,2858203,11.74
6411,晶焱,201805,248342,15.3,0.46,1202595,1048083,14.74,2891166,11.83
6412,群電,201707,2350295,-1.42,-12.39,15219977,14067384,8.19,28555505,9.04
6412,群電,201708,2653598,4.03,12.9,17873575,16618125,7.55,28658362,8.56
6412,群電,201709,3042122,9.92,14.64,20921096,19394027,7.89,28932860,8.51
6412,群電,201710,2546542,-5.51,-16.29,23462239,22080738,6.26,28784413,6.29
6412,群電,201711,2335919,-17.64,-8.27,25798158,24916917,3.54,28284153,2.92
6412,群電,201712,2071001,-16.69,-11.34,27874928,27419463,1.66,27874928,1.66
6412,群電,201801,2116360,15.36,2.19,2116360,1834511,15.36,28151008,2.48
6412,群電,201802,1707001,-9.2,-19.34,3823361,3714439,2.93,27978081,1.22
6412,群電,201803,2414716,10.29,41.46,6238096,5905427,5.63,28203396,0.92
6412,群電,201804,2256775,5.94,-6.54,8494852,8034172,5.73,28329839,0.83
6412,群電,201805,2601909,20.87,15.29,11096761,10186862,8.93,28779058,1.95
6414,樺漢,201707,3363630,180.34,98.54,11249622,7892423,42.54,17828848,36.39
6414,樺漢,201708,3804300,203.23,13.1,15053922,9147027,64.58,20378544,51.65
6414,樺漢,201709,4721153,245.39,24.1,19775075,10513942,88.08,23732782,72.31
6414,樺漢,201710,4504281,280.04,-4.59,24279356,11699140,107.53,27051865,93.86
6414,樺漢,201711,4718252,273.7,4.75,28997608,12961723,123.72,30507534,114.99
6414,樺漢,201712,5906456,291.18,25.18,34904064,14471649,141.19,34904064,141.19
6414,樺漢,201801,3671418,194.03,-37.84,3671418,1248650,194.03,37326832,156.18
6414,樺漢,201802,3219844,211.21,-12.3,6891261,2283264,201.82,39512062,167.99
6414,樺漢,201803,3932907,186.95,22.15,10824168,3653858,196.24,42074375,180.36
6414,樺漢,201804,3725206,194.02,-5.28,14549374,4920852,195.67,44532587,193.07
6414,樺漢,201805,3509516,176.13,-5.79,18058890,6191807,191.66,46771148,205.98
6415,矽力-KY,201707,736851,21.52,-0.41,4753018,3724101,27.63,8139940,38.28
6415,矽力-KY,201708,759496,25.47,3.07,5513475,4332233,27.27,8294111,36.01
6415,矽力-KY,201709,786881,17.07,3.61,6297538,5008947,25.73,8410129,32.45
6415,矽力-KY,201710,775656,11.96,-1.43,7078052,5705441,24.06,8492975,28.56
6415,矽力-KY,201711,778389,9.98,0.35,7857425,6415745,22.47,8563595,25.15
6415,矽力-KY,201712,749682,3.86,-3.69,8599237,7138903,20.46,8599237,20.46
6415,矽力-KY,201801,780802,23.58,4.15,780802,631799,23.58,8745818,21.31
6415,矽力-KY,201802,611120,9.74,-21.73,1391548,1187926,17.14,8800043,17.93
6415,矽力-KY,201803,786777,22.59,28.74,2178917,1830566,19.01,8945597,17.36
6415,矽力-KY,201804,834222,17.7,6.03,3012716,2541327,18.55,9071026,17.11
6415,矽力-KY,201805,829913,13.5,-0.52,3841995,3274884,17.32,9169707,16.41
6416,瑞祺電通,201707,349866,23.42,-15.74,2153248,2188756,-1.62,3629628,-5.9
6416,瑞祺電通,201708,309839,17.69,-11.44,2463087,2452017,0.45,3676206,-3.89
6416,瑞祺電通,201709,431202,37.51,39.17,2894289,2765588,4.65,3793837,0.44
6416,瑞祺電通,201710,338702,31.22,-21.45,3232991,3023700,6.92,3874427,4.19
6416,瑞祺電通,201711,338450,17.97,-0.07,3571441,3310598,7.88,3925979,6.82
6416,瑞祺電通,201712,464904,31.13,37.36,4036345,3665136,10.13,4036345,10.13
6416,瑞祺電通,201801,310003,11.54,-33.32,310003,277922,11.54,4068426,13.87
6416,瑞祺電通,201802,251879,1.17,-18.75,561882,526884,6.64,4071343,15.79
6416,瑞祺電通,201803,390327,14.71,54.97,952209,867163,9.81,4121391,16.68
6416,瑞祺電通,201804,301617,21.07,-22.73,1253826,1116297,12.32,4173874,19.51
6416,瑞祺電通,201805,275555,1.35,-8.64,1529381,1388177,10.17,4177549,20.04
6417,韋僑,201707,70567,-13.18,1.37,525725,517069,1.67,958106,5.16
6417,韋僑,201708,65659,-19.21,-6.96,591384,598342,-1.16,942492,4.39
6417,韋僑,201709,65534,-31.39,-0.19,656918,693857,-5.32,912512,-1.25
6417,韋僑,201710,78225,-2.09,19.37,735143,773748,-4.99,910845,-1.88
6417,韋僑,201711,77121,-19.08,-1.41,812264,869048,-6.53,892666,-5.81
6417,韋僑,201712,77710,-3.35,0.76,889974,949450,-6.26,889974,-6.26
6417,韋僑,201801,76280,3.17,-1.84,76280,73938,3.17,892316,-7.37
6417,韋僑,201802,55661,-26.37,-27.03,131942,149533,-11.76,872382,-10.91
6417,韋僑,201803,78919,-7.2,41.79,210861,234578,-10.11,866256,-11.63
6417,韋僑,201804,63146,-6.47,-19.99,274007,302090,-9.3,861890,-11.77
6417,韋僑,201805,74390,-10.86,17.81,348397,385543,-9.63,852828,-13.59
6419,京晨科,201707,17146,-45.96,-23.81,155656,203533,-23.52,285020,-25.45
6419,京晨科,201708,19363,-29.71,12.93,175020,231081,-24.26,276836,-27.35
6419,京晨科,201709,20530,-27.65,6.03,195623,258948,-24.45,268991,-28.08
6419,京晨科,201710,17902,-37.86,-12.8,213451,288265,-25.95,258084,-28.13
6419,京晨科,201711,22835,-17.08,27.56,236286,315804,-25.18,253380,-27.64
6419,京晨科,201712,25797,50.91,12.97,263077,331684,-20.68,263077,-20.68
6419,京晨科,201801,17802,-11.25,-30.99,17802,20059,-11.25,259826,-18
6419,京晨科,201802,17357,-6.9,-2.5,35158,38701,-9.15,258540,-17.13
6419,京晨科,201803,18202,-37.42,4.87,53361,67843,-21.35,247655,-21.27
6419,京晨科,201804,19222,-5.84,5.6,72582,88203,-17.71,246463,-19.94
6419,京晨科,201805,19372,-30.33,0.78,91954,116007,-20.73,238031,-21.7
6422,君耀-KY,201707,218931,12.11,-11.94,1475267,1380043,6.9,2563788,9.91
6422,君耀-KY,201708,235814,8.75,7.71,1711081,1596871,7.15,2582767,8.68
6422,君耀-KY,201709,259555,17.14,10.07,1970637,1822246,8.14,2620748,8.54
6422,君耀-KY,201710,215642,13.33,-16.92,2186279,2012991,8.61,2646118,9.21
6422,君耀-KY,201711,279529,15.41,29.63,2465808,2258659,9.17,2683432,9.24
6422,君耀-KY,201712,241495,10.54,-13.61,2707303,2478709,9.22,2707303,9.22
6422,君耀-KY,201801,291582,70,20.74,291582,171514,70,2826518,17.78
6422,君耀-KY,201802,138016,-12.44,-52.67,429598,329993,30.18,2806909,15.14
6422,君耀-KY,201803,233382,-2.2,69.1,662980,568637,16.59,2801647,13.86
6422,君耀-KY,201804,269496,29.1,15.47,932476,777384,19.95,2862395,16.42
6422,君耀-KY,201805,272340,18.23,1.06,1204816,1007730,19.56,2904389,16.56
6426,統新,201707,37508,-12.36,-24.42,355500,278213,27.78,599865,22.47
6426,統新,201708,41318,-4.67,10.16,396818,321554,23.41,597842,21.94
6426,統新,201709,40456,-1.66,-2.09,437274,362691,20.56,597161,20.53
6426,統新,201710,33603,-24.82,-16.94,470877,407389,15.58,586066,17.18
6426,統新,201711,41128,-27.6,22.39,512005,464193,10.3,570390,12.14
6426,統新,201712,39884,-31.69,-3.02,551889,522578,5.61,551889,5.61
6426,統新,201801,41384,-15.74,3.76,41384,49115,-15.74,544158,2.92
6426,統新,201802,27328,-54.23,-33.96,68712,108818,-36.86,511783,-8.76
6426,統新,201803,51922,-3.35,90,120634,161092,-25.11,509984,-10.88
6426,統新,201804,34086,-35.11,-34.35,154720,215068,-28.06,491541,-15.57
6426,統新,201805,43092,-19.15,26.42,197812,268364,-26.29,481337,-18.81
6431,光麗-KY,201707,4558,-69.72,-59.78,66684,129611,-48.55,148086,-49.66
6431,光麗-KY,201708,7265,-7.06,59.39,73949,137428,-46.19,147534,-44.21
6431,光麗-KY,201709,7503,-58.89,3.28,83613,156642,-46.62,136787,-44.7
6431,光麗-KY,201710,4929,-76.6,-34.31,86381,176744,-51.13,120650,-49.03
6431,光麗-KY,201711,8030,-48.17,62.91,94411,192238,-50.89,113186,-47.83
6431,光麗-KY,201712,11537,-38.55,43.67,106562,210702,-49.43,106562,-49.43
6431,光麗-KY,201801,8188,-37.26,-29.03,8188,13051,-37.26,101085,-48.47
6431,光麗-KY,201802,2253,-74.72,-72.48,10441,21962,-52.46,94427,-50.6
6431,光麗-KY,201803,9037,-23.06,301.11,20512,33926,-39.54,91719,-50.01
6431,光麗-KY,201804,7046,-18.11,-22.03,26524,42311,-37.31,90161,-49.35
6431,光麗-KY,201805,8068,-4.87,14.5,34592,50792,-31.89,89748,-46.35
6432,今展科,201707,69230,-17.83,-2.58,470097,557166,-15.63,869681,-12.08
6432,今展科,201708,75325,-5.91,8.8,545422,637220,-14.41,864952,-11.72
6432,今展科,201709,81100,-2.74,7.67,626522,720608,-13.06,862665,-11.03
6432,今展科,201710,61524,-19.94,-24.14,688047,797460,-13.72,847337,-12.55
6432,今展科,201711,84799,10.23,37.83,772846,874391,-11.61,855205,-10.56
6432,今展科,201712,73279,-11.03,-13.59,846125,956751,-11.56,846125,-11.56
6432,今展科,201801,82198,26.09,12.17,82198,65188,26.09,863134,-5.64
6432,今展科,201802,66466,19.24,-19.14,148664,120929,22.93,873859,-4.61
6432,今展科,201803,79877,6.8,20.18,228541,195719,16.77,878946,-4.14
6432,今展科,201804,75239,6.84,-5.81,303781,266139,14.14,883765,-3.16
6432,今展科,201805,81898,28.65,8.85,385678,329801,16.94,902001,0.59
6435,大中,201707,158976,46.35,9.72,989194,765713,29.19,1754666,22.94
6435,大中,201708,201856,27.81,26.97,1191050,923645,28.95,1798590,21.3
6435,大中,201709,205610,27.45,1.86,1396660,1084972,28.73,1842873,22.29
6435,大中,201710,182543,23.89,-11.22,1579203,1232310,28.15,1878078,23.72
6435,大中,201711,173774,18.29,-4.8,1752977,1379214,27.1,1904948,25.42
6435,大中,201712,165771,9.08,-4.61,1918748,1531185,25.31,1918748,25.31
6435,大中,201801,231011,53.51,39.36,231011,150485,53.51,1999274,29.82
6435,大中,201802,170463,31.06,-26.21,401474,280547,43.1,2039675,28.86
6435,大中,201803,181777,39.43,6.64,583251,410915,41.94,2091084,30.27
6435,大中,201804,167859,35.15,-7.66,751110,535119,40.36,2134739,30.69
6435,大中,201805,211746,40.97,26.15,962856,685326,40.5,2196278,30.38
6438,迅得,201707,303759,47.37,13.91,1706373,1267389,34.64,2570148,21.29
6438,迅得,201708,312704,81.11,2.94,2019077,1440045,40.21,2710196,30.49
6438,迅得,201709,349173,100.28,11.66,2378225,1610931,47.63,2885029,40.66
6438,迅得,201710,296678,69.48,-15.03,2674903,1789433,49.48,3006659,46.4
6438,迅得,201711,266425,123.34,-10.2,2941328,1905269,54.38,3153794,56.21
6438,迅得,201712,348596,56.86,30.84,3281439,2135307,53.68,3281439,53.68
6438,迅得,201801,282951,78.99,-18.83,282951,158081,78.99,3405022,61
6438,迅得,201802,260451,42.11,-7.95,543402,341349,59.19,3482205,63.65
6438,迅得,201803,280812,14.73,7.82,819458,582488,40.68,3518262,62.86
6438,迅得,201804,300039,3.9,6.85,1119497,871271,28.49,3529518,52.38
6438,迅得,201805,318123,21.76,6.03,1437620,1132533,26.94,3586379,49.01
6441,廣錠,201707,82819,-38.38,12.15,466148,608765,-23.43,949820,-0.54
6441,廣錠,201708,254787,140.08,207.64,720935,714890,0.85,1098482,14.56
6441,廣錠,201709,244497,189.25,-4.04,965433,799419,20.77,1258450,29.72
6441,廣錠,201710,262016,138.22,7.17,1227449,909410,34.97,1410475,37.66
6441,廣錠,201711,72870,-31.77,-72.19,1300319,1016212,27.96,1376544,28.84
6441,廣錠,201712,109299,43.39,49.99,1409023,1092438,28.98,1409023,28.98
6441,廣錠,201801,62976,10.82,-42.38,62976,56828,10.82,1415765,29.39
6441,廣錠,201802,44619,-31.85,-29.15,108189,122301,-11.54,1394911,24.77
6441,廣錠,201803,55460,-17.74,24.3,163649,189724,-13.74,1382948,25.3
6441,廣錠,201804,69168,36.16,24.72,232817,240524,-3.2,1401316,32.58
6441,廣錠,201805,90210,30.81,30.42,323026,309485,4.38,1422565,38.27
6442,光聖,201707,256431,-45.47,-9.95,1838306,2682743,-31.48,3506289,-22.23
6442,光聖,201708,220533,-47.45,-14,2058839,3102395,-33.64,3307170,-28.26
6442,光聖,201709,198874,-34.92,-9.82,2258079,3407958,-33.75,3202704,-29.86
6442,光聖,201710,198976,-20.98,0.05,2457055,3659766,-32.86,3149872,-28.63
6442,光聖,201711,222700,-41.08,11.92,2679755,4037706,-33.63,2994632,-32.02
6442,光聖,201712,219025,-29.99,-1.65,2899950,4350570,-33.34,2899950,-33.34
6442,光聖,201801,235905,-14.78,7.71,235905,276819,-14.78,2856463,-31.93
6442,光聖,201802,172231,-9.77,-26.99,408136,467708,-12.74,2837805,-30.59
6442,光聖,201803,169608,-47.18,-1.52,578007,788786,-26.72,2686520,-33.3
6442,光聖,201804,219994,-13.41,29.71,798001,1042846,-23.48,2652454,-32.78
6442,光聖,201805,235800,-6.95,7.18,1033801,1296258,-20.25,2634842,-30.49
6443,元晶,201707,566508,-8.58,1.44,3822879,4832417,-20.89,6768306,-15.98
6443,元晶,201708,590952,2.39,4.31,4413831,5399633,-18.26,6782074,-14.47
6443,元晶,201709,530462,-3.92,-10.24,4944305,5955913,-16.98,6760445,-14.3
6443,元晶,201710,701892,20.34,32.32,5646184,6515094,-13.34,6879079,-12.53
6443,元晶,201711,538620,-11.8,-23.26,6184804,7125798,-13.21,6806995,-13.12
6443,元晶,201712,451173,-27.49,-16.24,6635957,7754501,-14.42,6635957,-14.42
6443,元晶,201801,434625,-29.85,-3.67,434625,619582,-29.85,6451021,-16.25
6443,元晶,201802,378246,-27.37,-12.97,812871,1140347,-28.72,6308502,-16.27
6443,元晶,201803,550872,-1.21,45.64,1363760,1698283,-19.68,6301764,-13.58
6443,元晶,201804,384158,-16.08,-30.26,1747900,2155712,-18.92,6228167,-12.61
6443,元晶,201805,403804,-25.52,5.11,2151704,2697903,-20.25,6089780,-13.34
6446,藥華藥,201707,165,-19.12,-69.22,2197,2938,-25.22,4732,-47.62
6446,藥華藥,201708,227,118.27,37.58,2424,3042,-20.32,4855,-26.27
6446,藥華藥,201709,129,-83.96,-43.17,2552,3846,-33.65,4180,-42.5
6446,藥華藥,201710,163,91.76,26.36,2716,3931,-30.91,4258,-9.23
6446,藥華藥,201711,505,454.95,209.82,3221,4022,-19.92,4672,12.5
6446,藥華藥,201712,814,-43.9,61.19,4035,5473,-26.27,4035,-26.27
6446,藥華藥,201801,114,17.53,-86,114,97,17.53,4052,-24.42
6446,藥華藥,201802,57,-60.42,-50,171,241,-29.05,3965,-26.05
6446,藥華藥,201803,446,34.74,682.46,617,572,7.87,4080,-26.26
6446,藥華藥,201804,141,-77.37,-68.39,758,1195,-36.57,3598,-29.48
6446,藥華藥,201805,868,188.37,515.6,1626,1496,8.69,4165,-9.87
6449,鈺邦,201707,170287,24.24,16.24,970306,844857,14.85,1778471,16.34
6449,鈺邦,201708,201425,30.69,18.29,1171731,998985,17.29,1825768,18.19
6449,鈺邦,201709,196501,11.42,-2.44,1368232,1175531,16.41,1845912,16.32
6449,鈺邦,201710,161086,3.41,-18.02,1529318,1331121,14.89,1851219,14.36
6449,鈺邦,201711,196210,28.89,21.8,1725528,1483352,16.33,1895198,16.12
6449,鈺邦,201712,216192,27.42,10.18,1941720,1653022,17.46,1941720,17.46
6449,鈺邦,201801,232209,63.26,7.41,232209,142230,63.26,2031699,22.88
6449,鈺邦,201802,149505,43.63,-35.62,381714,246323,54.96,2077111,23.95
6449,鈺邦,201803,230233,79.81,54,611947,374364,63.46,2179303,29.22
6449,鈺邦,201804,214364,55.2,-6.89,826311,512485,61.24,2255546,31.47
6449,鈺邦,201805,200379,42.07,-6.52,1026690,653528,57.1,2314882,33.5
6451,訊芯-KY,201707,250270,-38.68,-3.88,1748982,2546823,-31.33,3335045,-33.85
6451,訊芯-KY,201708,260628,-37.68,4.14,2009610,2965034,-32.22,3177462,-37
6451,訊芯-KY,201709,260245,-25.74,-0.15,2269856,3315467,-31.54,3087274,-36.83
6451,訊芯-KY,201710,262497,-8.4,0.87,2532353,3602043,-29.7,3063195,-33.94
6451,訊芯-KY,201711,268013,-2.98,2.1,2800366,3878299,-27.79,3054953,-30.06
6451,訊芯-KY,201712,348278,36.8,29.95,3148644,4132887,-23.81,3148644,-23.81
6451,訊芯-KY,201801,316771,29.69,-9.05,316771,244252,29.69,3221162,-20.19
6451,訊芯-KY,201802,251103,2.12,-20.73,567874,490132,15.86,3226385,-19.31
6451,訊芯-KY,201803,273302,10.73,8.84,835778,736951,13.41,3252868,-16.52
6451,訊芯-KY,201804,261746,4.59,-4.23,1102922,987204,11.72,3264361,-13.34
6451,訊芯-KY,201805,282568,12.52,7.96,1385490,1238336,11.88,3295797,-9.34
6452,康友-KY,201707,355911,-1.42,2.29,2290924,2474719,-7.43,4139305,-7.15
6452,康友-KY,201708,368294,2.55,3.48,2658819,2834870,-6.21,4148473,-6.61
6452,康友-KY,201709,381160,6.63,3.49,3039369,3193291,-4.82,4172173,-5.56
6452,康友-KY,201710,384226,3.49,0.8,3422776,3565788,-4.01,4185126,-4.68
6452,康友-KY,201711,437823,17.31,13.95,3859787,3940955,-2.06,4249727,-2.49
6452,康友-KY,201712,445223,13.93,1.69,4304619,4334466,-0.69,4304619,-0.69
6452,康友-KY,201801,361527,37.91,-18.8,361527,262142,37.91,4403558,3.31
6452,康友-KY,201802,351353,17.27,-2.81,712981,562376,26.78,4455310,4.64
6452,康友-KY,201803,410349,22.39,16.79,1123172,898656,24.98,4530379,7.35
6452,康友-KY,201804,420332,22.1,2.43,1543286,1243995,24.06,4606447,9.85
6452,康友-KY,201805,434182,26.83,3.3,1976749,1587265,24.54,4698307,12.81
6456,GIS-KY,201707,12935132,149.89,52.79,54521791,35052709,55.54,98830255,6.08
6456,GIS-KY,201708,14109645,120.85,9.08,68631436,41441565,65.61,106551044,17.29
6456,GIS-KY,201709,15978035,92.58,13.24,84609471,49738597,70.11,114232048,30.93
6456,GIS-KY,201710,17843399,58.64,11.67,102452870,60986100,67.99,120827944,42.77
6456,GIS-KY,201711,15072116,69.96,-15.53,117524986,69854077,68.24,127032083,59.92
6456,GIS-KY,201712,13291174,39.8,-11.82,130816160,79361173,64.84,130816160,64.84
6456,GIS-KY,201801,9302261,71.77,-30.01,9302261,5415663,71.77,134702758,77.9
6456,GIS-KY,201802,5529881,-10.56,-40.55,14832142,11598790,27.88,134049512,74.37
6456,GIS-KY,201803,7093678,7.38,28.28,21925820,18204959,20.44,134537021,72.54
6456,GIS-KY,201804,7936540,13.17,11.88,29862360,25217820,18.42,135460700,68.66
6456,GIS-KY,201805,8006114,1.31,0.88,37868474,33120614,14.34,135564020,58.29
6457,紘康,201707,51364,7.78,-1.39,346811,301655,14.97,610456,11.33
6457,紘康,201708,60684,8.3,18.15,407496,357686,13.93,615109,11.4
6457,紘康,201709,61641,7.8,1.58,469137,414865,13.08,619570,10.05
6457,紘康,201710,46970,10.15,-23.8,516106,457506,12.81,623899,12.23
6457,紘康,201711,48246,-10.07,2.72,564351,511152,10.41,618499,10.14
6457,紘康,201712,48658,-10.14,0.85,613901,565762,8.51,613901,8.51
6457,紘康,201801,51318,19.36,5.47,51318,42995,19.36,621333,11.49
6457,紘康,201802,21574,-40.24,-57.96,72892,79097,-7.84,606805,5.74
6457,紘康,201803,57991,0.99,168.8,130942,136522,-4.09,607371,3.19
6457,紘康,201804,49621,-5.74,-14.43,180504,189164,-4.58,604350,2
6457,紘康,201805,55629,2.64,12.11,236133,243360,-2.97,605783,0.65
6461,益得,201707,1070,-19.18,-11.86,9104,5897,54.38,14861,45.33
6461,益得,201708,1578,2061.64,47.48,10682,5970,78.93,16366,70.92
6461,益得,201709,1207,142.37,-23.51,11890,6468,83.83,17075,76.74
6461,益得,201710,1200,107.61,-0.58,13089,7046,85.76,17697,80.54
6461,益得,201711,1857,35.75,54.75,14946,8414,77.63,18186,76.07
6461,益得,201712,1661,-48.73,-10.55,16608,11654,42.5,16608,42.5
6461,益得,201801,1826,9.8,9.93,1826,1663,9.8,16770,25.93
6461,益得,201802,1246,63.3,-31.76,3072,2426,26.63,17253,50.77
6461,益得,201803,1132,-41.26,-9.15,4204,4353,-3.42,16458,23.1
6461,益得,201804,1284,2.56,13.43,5488,5605,-2.09,16490,17.76
6461,益得,201805,1971,62.22,53.5,7459,6820,9.37,17246,24.06
6462,神盾,201707,404294,370.99,36.45,2464435,444323,454.65,3693380,335.51
6462,神盾,201708,544079,200.06,34.58,3008514,625645,380.87,4056137,392.31
6462,神盾,201709,468974,187.22,-13.8,3477489,788928,340.79,4361828,350.03
6462,神盾,201710,381274,26.66,-18.7,3858763,1089959,254.03,4442071,256.36
6462,神盾,201711,335254,36.75,-12.07,4194016,1335126,214.13,4532159,225.78
6462,神盾,201712,537891,59.07,60.44,4731908,1673268,182.79,4731908,182.79
6462,神盾,201801,696151,50.19,29.42,696151,463519,50.19,4964539,134.37
6462,神盾,201802,421583,8.98,-39.44,1117734,850350,31.44,4999291,105.58
6462,神盾,201803,515951,53.95,22.38,1633685,1185487,37.81,5180105,88.19
6462,神盾,201804,472802,44.96,-8.36,2106488,1511656,39.35,5326738,75.96
6462,神盾,201805,507356,101.18,7.31,2613844,1763845,48.19,5581905,79.3
6464,台數科,201707,247202,1.82,-1.95,1731144,1734282,-0.18,2977021,-0.97
6464,台數科,201708,246017,0.11,-0.48,1977161,1980038,-0.15,2977282,-0.79
6464,台數科,201709,243026,-1.96,-1.22,2220187,2227933,-0.35,2972413,-0.75
6464,台數科,201710,244959,-3.59,0.8,2465146,2482011,-0.68,2963294,-0.98
6464,台數科,201711,241638,-2.07,-1.36,2706784,2728764,-0.81,2958179,-0.97
6464,台數科,201712,236662,-5.86,-2.06,2943179,2980159,-1.23,2943179,-1.23
